time,open,high,low,close,volume,EMA25,EMA50,signal
2022-11-12 15:00:00,16842.74,16967.0,16868.73,16904.44,1251.80817605,16879.816656897445,16990.035700797493,hold
2022-11-12 16:00:00,16841.04,16934.3,16904.43,16859.92,793.47272412,16878.286144828413,16984.93312429563,hold
2022-11-12 17:00:00,16831.16,16882.95,16859.92,16868.7,604.62507429,16877.548749072383,16980.374962558548,hold
2022-11-12 18:00:00,16798.06,16875.13,16868.68,16845.71,881.35929275,16875.099614528353,16975.093983634684,hold
2022-11-12 19:00:00,16817.91,16879.03,16845.46,16866.98,634.07078968,16874.475028795405,16970.85421957058,hold
2022-11-12 20:00:00,16764.69,16880.3,16866.98,16794.94,825.84007452,16868.356949657296,16963.955622724676,hold
2022-11-12 21:00:00,16741.84,16829.28,16794.89,16788.25,761.74617242,16862.194876606736,16957.06520614724,hold
2022-11-12 22:00:00,16763.21,16827.2,16790.78,16806.69,465.449844,16857.92527071391,16951.168139239504,hold
2022-11-12 23:00:00,16732.42,16813.33,16806.62,16783.33,705.39704764,16852.18717296669,16944.58625142619,hold
2022-11-13 00:00:00,16745.88,16854.08,16783.32,16815.62,884.75830655,16849.374313507713,16939.52875137026,hold
2022-11-13 01:00:00,16815.0,16876.47,16815.64,16850.64,485.59056293,16849.47167400712,16936.04291798319,hold
2022-11-13 02:00:00,16826.12,16879.08,16851.5,16866.36,434.63289014,16850.770776006575,16933.31025453287,hold
2022-11-13 03:00:00,16838.59,16926.57,16864.65,16889.36,689.15960766,16853.739177852225,16931.586715139423,hold
2022-11-13 04:00:00,16823.3,16898.66,16886.61,16836.2,470.55710666,16852.390010325133,16927.84605964376,hold
2022-11-13 05:00:00,16808.02,16844.93,16836.2,16828.07,412.28182493,16850.519240300124,16923.933272991064,hold
2022-11-13 06:00:00,16654.0,16837.35,16828.06,16657.7,914.41099721,16835.68699104627,16913.492752481612,hold
2022-11-13 07:00:00,16534.08,16761.97,16657.69,16745.76,1197.32141113,16828.769530196558,16906.914997482334,hold
2022-11-13 08:00:00,16580.29,16767.03,16744.83,16618.6,893.95553022,16812.60264325836,16895.60852699283,hold
2022-11-13 09:00:00,16408.29,16645.22,16622.72,16511.5,1331.92910571,16789.440901469257,16880.545447502915,hold
2022-11-13 10:00:00,16477.5,16596.51,16509.27,16555.24,744.28098703,16771.425447510086,16867.788371130253,hold
2022-11-13 11:00:00,16531.13,16695.27,16555.14,16628.66,787.49913783,16760.44349000931,16858.410787948676,hold
2022-11-13 12:00:00,16561.36,16639.95,16629.82,16581.27,591.92861706,16746.66091385475,16847.54252175461,hold
2022-11-13 13:00:00,16559.05,16680.0,16581.0,16645.4,908.57106338,16738.871612789,16839.615364038746,hold
2022-11-13 14:00:00,16597.11,16690.61,16645.43,16607.39,852.82367197,16728.757642574463,16830.508487017618,hold
2022-11-13 15:00:00,16494.48,16626.37,16608.59,16553.48,1001.61317875,16715.274746991814,16819.644624781635,hold
2022-11-13 16:00:00,16491.04,16595.83,16553.58,16560.7,1015.76055752,16703.384381838598,16809.489933613728,hold
2022-11-13 17:00:00,16441.39,16566.58,16560.69,16528.07,1144.18574017,16689.898660158706,16798.45385778574,hold
2022-11-13 18:00:00,16440.25,16547.84,16530.9,16500.6,1060.28523621,16675.337224761883,16786.77331434316,hold
2022-11-13 19:00:00,16473.03,16551.0,16500.53,16527.09,1238.60214948,16663.933592087895,16776.589654957155,hold
2022-11-13 20:00:00,16437.94,16555.93,16524.62,16466.11,1282.79492185,16648.71639269652,16764.413982213737,hold
2022-11-13 21:00:00,16214.95,16532.32,16463.22,16365.96,2032.11773006,16626.965900950636,16748.788335852412,hold
2022-11-13 22:00:00,16304.6,16452.56,16362.49,16409.53,1020.86868567,16610.24006241597,16735.484087387613,hold
2022-11-13 23:00:00,16243.35,16427.01,16411.95,16301.39,1870.76832731,16586.48236530705,16718.460789843,hold
2022-11-14 00:00:00,16077.95,16380.0,16298.75,16235.43,1534.27328905,16559.478337206507,16699.51840592759,hold
2022-11-14 01:00:00,15958.8,16277.49,16235.43,16065.45,2630.0090394,16521.47615742139,16674.652978244154,hold
2022-11-14 02:00:00,15893.21,16193.8,16067.33,16146.62,2126.09705074,16492.641068388977,16653.94580262674,hold
2022-11-14 03:00:00,16089.74,16186.67,16148.58,16108.48,1914.0840011,16463.09021697444,16632.554986837455,hold
2022-11-14 04:00:00,15817.39,16114.33,16108.41,15956.0,3509.4452423,16424.083277207177,16606.02341872618,hold
2022-11-14 05:00:00,15790.25,15976.47,15956.01,15834.42,2011.85040252,16378.724563575855,16575.764461129074,hold
2022-11-14 06:00:00,15819.53,16711.26,15836.51,16608.5,3151.10160423,16396.399597146945,16577.048207751464,hold
2022-11-14 07:00:00,16359.85,16865.93,16605.2,16807.85,2514.76083435,16428.049628135643,16586.099258427876,hold
2022-11-14 08:00:00,16697.0,16947.67,16805.44,16754.59,1622.99746558,16453.168118279056,16592.706738489527,hold
2022-11-14 09:00:00,16625.44,16777.14,16752.43,16736.95,990.70662943,16474.997493796054,16598.363336980132,hold
2022-11-14 10:00:00,16693.57,16819.95,16736.91,16763.66,1345.73056451,16497.20230196559,16604.845559059344,hold
2022-11-14 11:00:00,16714.42,16869.09,16766.47,16730.27,1019.77826805,16515.130586429776,16609.764164586428,hold
2022-11-14 12:00:00,16644.77,16815.13,16729.44,16800.61,1165.74639292,16537.090541319794,16617.248314994802,hold
2022-11-14 13:00:00,16473.26,17169.68,16800.58,16700.12,3823.83627692,16549.63126891058,16620.498184995005,hold
2022-11-14 14:00:00,16403.33,16782.62,16703.67,16576.32,3507.75415881,16551.684248225152,16618.765707152066,hold
2022-11-14 15:00:00,16425.24,16649.82,16579.86,16566.39,3384.91946845,16552.815459900143,16616.711757851986,hold
2022-11-14 16:00:00,16329.4,16599.41,16566.36,16453.27,3233.84285675,16545.158116830902,16610.30227715191,hold
2022-11-14 17:00:00,16423.73,16599.1,16450.43,16563.08,2413.83068554,16546.536723228524,16608.450423145954,hold
2022-11-14 18:00:00,16511.95,16650.0,16563.15,16586.8,2048.20437669,16549.633898364795,16607.601386944152,hold
2022-11-14 19:00:00,16154.04,16604.42,16588.4,16229.19,2626.37847345,16524.98436772135,16592.761724711047,hold
2022-11-14 20:00:00,16169.88,16314.59,16226.89,16245.09,2674.76899565,16503.454031742785,16579.12753942826,hold
2022-11-14 21:00:00,16230.35,16391.44,16244.92,16380.03,1989.25604079,16493.95987545488,16571.319792784016,hold
2022-11-14 22:00:00,16327.98,16545.33,16376.96,16383.01,1463.92803396,16485.42526965066,16563.93509502778,hold
2022-11-14 23:00:00,16377.24,16737.07,16383.01,16590.73,2898.63454858,16493.525633523685,16564.985875614926,hold
2022-11-15 00:00:00,16509.49,16658.17,16588.41,16538.96,2218.20357742,16497.020584791095,16563.96525304179,hold
2022-11-15 01:00:00,16502.85,16785.09,16538.16,16694.32,1758.48849622,16512.197462884087,16569.0772039029,hold
2022-11-15 02:00:00,16657.56,16780.84,16694.06,16740.37,1520.03554541,16529.74919650839,16575.794568455727,hold
2022-11-15 03:00:00,16737.17,16871.64,16737.17,16798.7,1797.74582381,16550.4377198539,16584.535957928052,hold
2022-11-15 04:00:00,16734.27,16850.0,16801.49,16747.82,1609.33801072,16565.620972172834,16590.93925369558,hold
2022-11-15 05:00:00,16617.0,16776.29,16746.87,16637.71,1003.49361699,16571.166282005695,16592.773400609476,hold
2022-11-15 06:00:00,16633.74,16735.35,16637.7,16729.47,656.48881085,16583.34349108218,16598.13405156597,hold
2022-11-15 07:00:00,16719.78,16915.6,16729.42,16822.75,1709.70742312,16601.759376383554,16606.94252013201,hold
2022-11-15 08:00:00,16786.49,16967.93,16825.0,16900.89,1364.87658393,16624.76942435405,16618.469872283695,buy
2022-11-15 09:00:00,16717.0,16933.69,16900.62,16777.92,1654.86873385,16636.550237865278,16624.722818468646,hold
2022-11-15 10:00:00,16735.23,16867.86,16778.15,16864.49,1322.35847919,16654.084065721796,16634.125453038505,hold
2022-11-15 11:00:00,16689.44,16943.69,16862.68,16761.51,1764.97290996,16662.347599127814,16639.120925468367,hold
2022-11-15 12:00:00,16707.64,16863.12,16762.66,16818.71,1755.20989177,16674.375476117984,16646.16363427353,hold
2022-11-15 13:00:00,16803.85,17107.88,16818.31,16997.09,3030.23362893,16699.199670262755,16659.925452537314,hold
2022-11-15 14:00:00,16795.26,16997.95,16996.45,16918.3,3271.88137777,16716.053541781006,16670.05778773193,hold
2022-11-15 15:00:00,16862.21,17063.82,16918.29,16966.46,3318.68575581,16735.31557702862,16681.681403899307,hold
2022-11-15 16:00:00,16898.16,17053.18,16966.47,16991.61,2878.68231902,16755.030532641806,16693.83546649149,hold
2022-11-15 17:00:00,16951.85,17055.88,16991.61,17007.13,2528.81340542,16774.422799361666,16706.12152662908,hold
2022-11-15 18:00:00,16620.1,17017.85,17007.11,16717.3,3635.16374762,16770.028737872308,16706.559898133823,hold
2022-11-15 19:00:00,16597.69,16859.56,16715.42,16836.13,3056.71658401,16775.11345034367,16711.641078599165,hold
2022-11-15 20:00:00,16723.0,16923.41,16837.89,16826.86,2394.81706594,16779.09395416339,16716.159467673708,hold
2022-11-15 21:00:00,16763.98,16913.56,16824.87,16890.1,1750.30711293,16787.632880766207,16722.980665019837,hold
2022-11-15 22:00:00,16824.12,16894.33,16892.36,16855.07,896.48353816,16792.8203514765,16728.16063894063,hold
2022-11-15 23:00:00,16816.12,16884.56,16856.76,16877.93,1257.74809658,16799.367247516773,16734.033947217467,hold
2022-11-16 00:00:00,16739.76,16914.5,16879.37,16759.3,2570.81159931,16796.285151553944,16735.024772816785,hold
2022-11-16 01:00:00,16753.22,16841.61,16759.3,16840.85,1269.75105799,16799.713216819026,16739.17478172593,hold
2022-11-16 02:00:00,16802.9,16994.31,16840.25,16920.32,1388.6543315,16808.9906616791,16746.278515775895,hold
2022-11-16 03:00:00,16895.3,16964.34,16921.0,16954.53,1180.70793847,16820.185995396096,16754.44524064743,hold
2022-11-16 04:00:00,16870.23,16960.96,16954.47,16897.59,743.08570243,16826.140149596395,16760.058760622043,hold
2022-11-16 05:00:00,16863.3,16942.42,16896.2,16906.99,716.99637192,16832.35936885821,16765.820770009414,hold
2022-11-16 06:00:00,16782.94,16925.22,16909.37,16855.73,1321.38394327,16834.157109715274,16769.346622165907,hold
2022-11-16 07:00:00,16809.35,16891.17,16855.72,16811.52,609.60450752,16832.41579358333,16771.000480120187,hold
2022-11-16 08:00:00,16684.1,16835.65,16811.51,16774.15,1244.13644538,16827.933809461534,16771.12399070371,hold
2022-11-16 09:00:00,16653.55,16791.16,16774.54,16727.06,884.85980481,16820.1742856568,16769.39599106827,hold
2022-11-16 10:00:00,16665.53,16759.71,16725.19,16717.65,832.98748052,16812.28780214474,16767.366736516575,hold
2022-11-16 11:00:00,16635.24,16762.4,16719.11,16694.33,904.55103543,16803.214125056686,16764.502550770827,hold
2022-11-16 12:00:00,16550.0,16705.44,16692.87,16644.75,1674.36678152,16791.024576975404,16759.806372309227,hold
2022-11-16 13:00:00,16452.92,16683.75,16644.7,16494.48,3608.23386486,16768.213455669604,16749.401416532397,hold
2022-11-16 14:00:00,16400.0,16564.5,16497.65,16467.63,3321.82241829,16745.091651387327,16738.351557060538,hold
2022-11-16 15:00:00,16358.66,16540.49,16466.83,16410.69,2682.75044224,16719.368447434455,16725.502084234635,sell
2022-11-16 16:00:00,16379.69,16535.89,16411.24,16481.45,1539.42533318,16701.067028401038,16715.93141426465,hold
2022-11-16 17:00:00,16473.42,16619.69,16480.74,16561.33,1710.51136435,16690.318026216344,16709.868613705254,hold
2022-11-16 18:00:00,16485.0,16625.96,16561.38,16531.16,1747.84862102,16678.07510112278,16702.860432775637,hold
2022-11-16 19:00:00,16429.2,16547.17,16531.14,16537.67,1869.04387848,16667.27470872872,16696.382376588357,hold
2022-11-16 20:00:00,16503.15,16581.15,16536.25,16562.67,1138.8001184,16659.228192672665,16691.13875397705,hold
2022-11-16 21:00:00,16514.15,16597.04,16564.07,16527.86,1036.40997343,16649.122947082462,16684.735665585795,hold
2022-11-16 22:00:00,16481.74,16681.84,16530.19,16653.11,1142.7139898,16649.429643460735,16683.495443405962,hold
2022-11-16 23:00:00,16613.85,16755.43,16652.39,16645.24,2110.2471411,16649.107363194526,16681.99522993906,hold
2022-11-17 00:00:00,16640.34,16734.08,16646.58,16687.76,1386.70356527,16652.080642948793,16682.221299353216,hold
2022-11-17 01:00:00,16670.2,16728.88,16689.6,16682.17,792.76744367,16654.39520887581,16682.219287613876,hold
2022-11-17 02:00:00,16562.71,16693.08,16682.62,16565.5,962.07362218,16647.557115885364,16677.642060648628,hold
2022-11-17 03:00:00,16488.1,16595.01,16564.26,16511.08,858.87680261,16637.058876201874,16671.110215132994,hold
2022-11-17 04:00:00,16396.0,16522.08,16511.08,16486.77,1225.83184325,16625.498193417116,16663.881187088562,hold
2022-11-17 05:00:00,16482.18,16571.95,16488.66,16562.38,667.12521406,16620.642947769647,16659.90074837921,hold
2022-11-17 06:00:00,16518.0,16602.66,16562.39,16552.23,613.66894383,16615.380413325827,16655.67836608983,hold
2022-11-17 07:00:00,16518.82,16606.25,16552.24,16599.38,540.07536282,16614.149612300764,16653.470587027485,hold
2022-11-17 08:00:00,16551.01,16623.34,16599.43,16559.81,455.70636158,16609.969642123782,16649.79762283033,hold
2022-11-17 09:00:00,16460.0,16571.65,16559.14,16510.17,760.40179376,16602.2927465758,16644.32202977816,hold
2022-11-17 10:00:00,16490.41,16545.22,16509.83,16515.8,342.17796326,16595.639458377664,16639.281950179015,hold
2022-11-17 11:00:00,16512.2,16604.2,16515.32,16583.28,390.42456349,16594.68873081015,16637.085795270035,hold
2022-11-17 12:00:00,16534.94,16594.85,16583.28,16568.11,484.3140405,16592.644213055526,16634.38086212219,hold
2022-11-17 13:00:00,16416.85,16571.59,16567.07,16478.47,1037.11892728,16583.861581282024,16628.26671066642,hold
2022-11-17 14:00:00,16443.16,16536.2,16478.37,16496.1,664.17132291,16577.110690414178,16623.08370240499,hold
2022-11-17 15:00:00,16482.23,16699.0,16496.02,16525.91,1615.47368079,16573.172175766933,16619.272968977344,hold
2022-11-17 16:00:00,16500.09,16669.66,16524.42,16642.48,1607.59421056,16578.503546861786,16620.18304862529,hold
2022-11-17 17:00:00,16603.0,16694.03,16642.47,16680.3,1440.11280246,16586.334043257033,16622.54057613018,hold
2022-11-17 18:00:00,16658.0,16732.67,16680.28,16691.64,1320.7067614,16594.434501468033,16625.25035745841,hold
2022-11-17 19:00:00,16589.59,16703.23,16691.63,16606.84,1199.24901136,16595.38877058588,16624.52838265612,hold
2022-11-17 20:00:00,16595.29,16691.06,16606.85,16684.4,1049.15316239,16602.23578823312,16626.876289218628,hold
2022-11-17 21:00:00,16671.32,16736.7,16683.93,16683.44,735.91044627,16608.482266061343,16629.094473955152,hold
2022-11-17 22:00:00,16655.04,16721.98,16683.44,16700.08,1096.68777179,16615.528245595087,16631.87822007456,hold
2022-11-17 23:00:00,16637.16,16718.05,16700.37,16680.47,1238.44945687,16620.523765164697,16633.783780071633,hold
2022-11-18 00:00:00,16669.31,16951.22,16680.47,16935.04,2782.26252551,16644.717321690492,16645.59774948059,hold
2022-11-18 01:00:00,16841.04,16984.08,16938.61,16877.5,1203.1030575,16662.623681560457,16654.69195538331,buy
2022-11-18 02:00:00,16828.16,16966.96,16877.45,16906.0,961.39818325,16681.344936825037,16664.54717281926,hold
2022-11-18 03:00:00,16831.07,16934.75,16906.09,16839.23,976.4885881,16693.48994168465,16671.397479767526,hold
2022-11-18 04:00:00,16756.94,16849.99,16839.65,16791.62,1361.06843057,16701.038407708907,16676.112088404094,hold
2022-11-18 05:00:00,16768.45,16832.91,16791.66,16792.43,501.65258066,16708.06853019284,16680.673575133347,hold
2022-11-18 06:00:00,16727.1,16807.46,16792.52,16778.39,537.4401865,16713.47787402416,16684.505591794783,hold
2022-11-18 07:00:00,16708.8,16786.23,16778.39,16728.08,722.08828334,16714.60111448384,16686.21439211656,hold
2022-11-18 08:00:00,16655.67,16731.97,16728.08,16725.45,624.0560237,16715.435644138932,16687.75304340611,hold
2022-11-18 09:00:00,16707.11,16749.24,16725.27,16728.55,448.29407508,16716.44444074363,16689.35292405685,hold
2022-11-18 10:00:00,16708.23,16838.35,16728.54,16752.71,887.59746795,16719.23409914797,16691.83751527031,hold
2022-11-18 11:00:00,16697.07,16770.98,16752.69,16732.59,571.36566424,16720.261476136588,16693.435651926375,hold
2022-11-18 12:00:00,16728.84,16776.58,16735.08,16761.36,675.83223318,16723.422901049158,16696.09935185083,hold
2022-11-18 13:00:00,16714.32,16803.71,16761.36,16738.23,965.95377547,16724.561908660762,16697.75153413119,hold
2022-11-18 14:00:00,16635.15,16768.74,16738.23,16684.31,1645.57664751,16721.46560799455,16697.22441514565,hold
2022-11-18 15:00:00,16592.86,16701.27,16684.31,16678.78,1949.89962559,16718.182099687278,16696.501104747782,hold
2022-11-18 16:00:00,16609.64,16716.88,16680.09,16637.1,1641.10052411,16711.94501509595,16694.171649659635,hold
2022-11-18 17:00:00,16533.36,16649.22,16637.93,16576.16,2122.47968583,16701.500013934725,16689.543741829846,hold
2022-11-18 18:00:00,16526.28,16592.24,16574.44,16568.45,1174.16742234,16691.265397478208,16684.794967640442,hold
2022-11-18 19:00:00,16550.51,16656.48,16566.48,16636.2,1207.44876831,16687.029597672194,16682.889282634937,hold
2022-11-18 20:00:00,16586.86,16666.69,16636.22,16612.42,1854.27187346,16681.29039785126,16680.125781355135,hold
2022-11-18 21:00:00,16607.38,16656.49,16615.05,16634.08,725.24427169,16677.658828785778,16678.32006443925,sell
2022-11-18 22:00:00,16606.6,16653.29,16632.69,16645.42,559.37758047,16675.17891887918,16677.02986583379,hold
2022-11-18 23:00:00,16608.65,16706.54,16645.46,16680.59,872.17658313,16675.595155888477,16677.169478938347,hold
2022-11-19 00:00:00,16641.95,16689.57,16678.85,16645.31,372.2850588,16673.265528512442,16675.920087607432,hold
2022-11-19 01:00:00,16631.63,16662.52,16645.24,16647.16,327.97312897,16671.257410934562,16674.792241034593,hold
2022-11-19 02:00:00,16553.36,16647.65,16645.91,16605.98,907.23705665,16666.236071631905,16672.093721778336,hold
2022-11-19 03:00:00,16590.77,16632.31,16603.32,16609.16,303.65806137,16661.845604583297,16669.62573268899,hold
2022-11-19 04:00:00,16594.22,16630.05,16607.61,16615.2,305.98914851,16658.257481153814,16667.4913902306,hold
2022-11-19 05:00:00,16534.83,16623.46,16615.71,16576.52,612.53722751,16651.96998260352,16663.92388473136,hold
2022-11-19 06:00:00,16547.48,16601.3,16576.76,16587.3,236.27139486,16646.995368557098,16660.919026506603,hold
2022-11-19 07:00:00,16576.9,16597.59,16587.3,16577.16,236.79337956,16641.62341712963,16657.634358800464,hold
2022-11-19 08:00:00,16557.42,16639.61,16577.16,16619.53,439.49505322,16639.923923504277,16656.140070220055,hold
2022-11-19 09:00:00,16602.68,16630.02,16619.62,16613.07,304.73737574,16637.858237080873,16654.451047858485,hold
2022-11-19 10:00:00,16602.57,16629.05,16613.07,16619.94,214.70866167,16636.479911151575,16653.09767343266,hold
2022-11-19 11:00:00,16618.33,16658.39,16618.33,16656.49,214.76612306,16638.019148755302,16653.230705847065,hold
2022-11-19 12:00:00,16620.28,16665.05,16654.14,16633.4,261.72061263,16637.66382962028,16652.453031107965,hold
2022-11-19 13:00:00,16612.56,16643.54,16631.64,16626.36,279.68821911,16636.794304264877,16651.429774986085,hold
2022-11-19 14:00:00,16620.61,16648.48,16629.08,16632.76,320.3839403,16636.48397316758,16650.697626947418,hold
2022-11-19 15:00:00,16626.5,16658.82,16632.45,16641.62,336.44244169,16636.87905215469,16650.34164157693,hold
2022-11-19 16:00:00,16627.0,16647.75,16640.61,16636.76,291.00776708,16636.869894296637,16649.80902818176,hold
2022-11-19 17:00:00,16588.36,16642.08,16638.41,16594.64,406.80206868,16633.621440889205,16647.645536880515,hold
2022-11-19 18:00:00,16590.59,16626.66,16595.27,16606.79,277.54701522,16631.557483897726,16646.043358963634,hold
2022-11-19 19:00:00,16603.27,16620.61,16606.79,16610.44,265.33515433,16629.93306205944,16644.6471488082,hold
2022-11-19 20:00:00,16608.06,16631.87,16609.82,16616.73,285.02398587,16628.917441901023,16643.55235865886,hold
2022-11-19 21:00:00,16615.62,16663.7,16617.23,16658.12,337.29273635,16631.16379252402,16644.123638711455,hold
2022-11-19 22:00:00,16658.39,16802.0,16658.39,16717.53,963.93817087,16637.80734694525,16647.0023195463,hold
2022-11-19 23:00:00,16670.16,16757.76,16720.06,16683.02,894.41391892,16641.285243334078,16648.41477760331,hold
2022-11-20 00:00:00,16666.05,16719.69,16680.7,16702.02,453.74307031,16645.957147692996,16650.516943187497,hold
2022-11-20 01:00:00,16653.35,16733.19,16700.83,16665.67,415.29315883,16647.47352094738,16651.111180709555,hold
2022-11-20 02:00:00,16650.0,16691.04,16666.47,16664.86,260.39143626,16648.810942412965,16651.650350093496,hold
2022-11-20 03:00:00,16648.23,16678.96,16665.46,16659.41,253.31153494,16649.626254535047,16651.95465008983,hold
2022-11-20 04:00:00,16652.68,16676.98,16658.71,16662.82,288.17598484,16650.64115803235,16652.38074224317,hold
2022-11-20 05:00:00,16648.56,16678.18,16662.76,16666.49,245.25187168,16651.86029972217,16652.93404646893,hold
2022-11-20 06:00:00,16653.71,16674.66,16667.16,16669.01,188.10746933,16653.179507435852,16653.564476019168,hold
2022-11-20 07:00:00,16660.73,16717.86,16667.87,16700.96,238.36652644,16656.85492994079,16655.423124018416,buy
2022-11-20 08:00:00,16541.2,16714.42,16700.96,16597.07,748.06023297,16652.256089176113,16653.134766213774,sell
2022-11-20 09:00:00,16575.09,16621.58,16595.94,16609.3,261.07206727,16648.951774624107,16651.415755774018,hold
2022-11-20 10:00:00,16573.85,16657.67,16611.52,16604.73,395.17661175,16645.550099653025,16649.584941822097,hold
2022-11-20 11:00:00,16442.86,16613.7,16604.03,16503.0,1204.85772736,16634.58470737202,16643.836512731035,hold
2022-11-20 12:00:00,16436.54,16558.99,16501.7,16501.0,1159.53445395,16624.3089606511,16638.23508085923,hold
2022-11-20 13:00:00,16492.78,16577.0,16500.83,16562.97,684.54161367,16619.59057906255,16635.28350906083,hold
2022-11-20 14:00:00,16522.61,16571.41,16562.96,16530.5,254.25761834,16612.737457596202,16631.17435184276,hold
2022-11-20 15:00:00,16513.27,16602.96,16527.25,16561.24,461.14735929,16608.77611470419,16628.431828241086,hold
2022-11-20 16:00:00,16531.84,16570.84,16559.73,16565.45,401.02080139,16605.443336650023,16625.96195262379,hold
2022-11-20 17:00:00,16511.57,16571.62,16566.22,16527.79,403.73248571,16599.47000306156,16622.11207212874,hold
2022-11-20 18:00:00,16513.21,16567.18,16527.39,16565.53,420.88374101,16596.859233595285,16619.893167339378,hold
2022-11-20 19:00:00,16529.48,16586.26,16565.91,16565.31,501.71001396,16594.43236947257,16617.75265097313,hold
2022-11-20 20:00:00,16430.0,16572.68,16565.31,16518.77,784.06525373,16588.61218720545,16613.87097838595,hold
2022-11-20 21:00:00,16191.39,16517.14,16517.14,16256.26,2039.63576072,16563.046634343493,16599.847018449247,hold
2022-11-20 22:00:00,16154.65,16331.66,16259.69,16268.29,2006.19980658,16540.3730470863,16586.84478243163,hold
2022-11-20 23:00:00,16193.15,16295.47,16266.64,16252.53,2616.65436007,16518.23127423351,16573.73439880686,hold
2022-11-21 00:00:00,16092.08,16265.41,16252.43,16235.41,2962.03785072,16496.47579160016,16560.46677532424,hold
2022-11-21 01:00:00,16161.31,16250.34,16238.48,16182.97,1213.92806395,16472.359961477072,16545.662980213485,hold
2022-11-21 02:00:00,15882.91,16187.48,16182.98,15980.44,3234.1542574,16434.519964440376,16523.49737314629,hold
